@relation 'BustersKeyboardAgenttraining-data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C16-L1-weka.filters.unsupervised.attribute.Remove-R18,44,46'

@attribute xPacmanPosition numeric
@attribute yPacmanPosition numeric
@attribute ghostPosition1x numeric
@attribute ghostPosition1y numeric
@attribute ghostPosition2x numeric
@attribute ghostPosition2y numeric
@attribute ghostPosition3x numeric
@attribute ghostPosition3y numeric
@attribute ghostPosition4x numeric
@attribute ghostPosition4y numeric
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute validActions {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute lastAction {Stop,South,North,West,East}
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action {Stop,South,North,West,East}

@data
14,5,1,1,16,4,5,1,7,1,1000,3,1000,1000,1111,East,1011,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
16,11,2,5,2,16,27,3,28,18,20,19,19,18,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
17,11,2,6,2,17,27,4,28,17,20,21,17,17,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
18,11,1,6,2,16,27,4,28,17,22,21,16,17,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
19,11,1,7,2,17,27,3,28,18,22,23,16,15,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
20,11,2,7,2,18,27,3,27,18,22,25,15,15,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
20,10,3,7,2,17,28,3,28,18,20,25,15,15,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
20,9,3,8,2,16,27,3,28,17,18,25,13,17,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
20,8,2,8,3,16,27,4,28,18,18,25,11,17,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
20,7,2,9,3,16,27,5,27,18,20,26,9,19,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
20,6,1,9,3,17,26,5,28,18,22,28,7,20,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
21,6,1,9,3,17,26,4,28,18,23,29,7,18,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
22,6,2,9,3,18,26,3,27,18,23,31,7,17,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
23,6,1,9,2,18,25,3,27,18,25,33,5,17,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
24,6,1,10,2,18,26,3,28,18,27,34,5,15,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
25,6,1,9,3,18,25,3,28,17,27,34,3,14,1111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
25,5,1,9,2,18,26,3,28,17,28,36,3,14,1111,South,0,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
25,4,1,10,3,18,26,3,28,16,30,36,2,15,1111,South,0,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
25,3,1,9,4,18,26,4,28,16,30,36,2,15,1011,South,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,East
26,3,1,8,5,18,26,5,27,16,30,36,2,13,1011,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,East
27,3,2,8,6,18,26,5,27,15,30,36,3,13,1011,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,G,E,E,W,East
28,3,1,8,6,17,26,5,27,16,32,36,4,13,1001,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,G,E,E,W,W,North
28,4,2,8,6,16,26,5,27,15,30,34,3,13,1101,North,0,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,G,E,E,W,W,E,E,E,W,W,North
28,5,3,8,5,16,25,5,26,15,28,34,3,11,1101,North,0,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,West
27,5,4,8,5,16,25,4,27,15,26,33,3,11,1111,West,0,E,E,E,E,W,G,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,West
26,5,5,8,6,16,25,3,27,16,24,31,3,11,1111,West,0,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
25,5,5,8,6,15,25,4,26,16,23,29,1,12,1111,West,0,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
24,5,4,8,6,14,26,4,26,16,23,27,3,14,1111,West,0,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
24,4,4,8,6,15,25,4,27,16,24,29,1,15,1111,South,0,W,W,W,W,W,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,South
24,3,4,9,5,15,24,4,27,16,26,31,1,15,1011,South,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,East
25,3,5,9,5,15,24,5,27,15,26,32,3,13,1011,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,North
25,4,5,9,4,15,23,5,27,14,25,32,3,11,1111,North,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,North
25,5,4,9,4,14,23,4,26,14,25,30,3,10,1111,North,0,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
24,5,5,9,4,15,23,3,26,14,23,30,3,12,1111,West,0,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
23,5,4,9,3,15,24,3,26,15,23,30,3,13,1111,West,0,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
22,5,3,9,2,15,24,4,26,15,23,30,3,13,1111,West,0,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
22,4,2,9,1,15,25,4,26,14,25,32,3,13,1111,South,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
22,3,2,8,1,15,25,3,25,14,25,33,3,13,1011,South,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
23,3,2,8,1,16,26,3,25,13,26,35,3,11,1011,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,4,3,8,1,17,26,3,24,13,24,35,4,10,1111,North,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
24,4,3,7,2,17,26,4,24,13,24,35,2,8,1111,East,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,East
25,4,4,7,2,16,27,4,24,12,24,35,2,10,1111,East,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,East
26,4,4,6,2,17,27,5,24,13,24,37,2,12,1111,East,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,East
27,4,4,5,3,17,26,5,23,13,24,37,2,14,1111,East,0,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,G,E,E,W,E,E,E,E,W,East
28,4,4,5,3,16,26,5,22,13,25,37,3,14,1101,East,0,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,G,E,E,W,W,E,E,E,W,W,East
28,4,4,6,3,17,27,5,23,13,26,38,2,14,1101,East,0,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,G,E,W,W,E,E,E,W,W,North
28,5,4,6,3,18,26,5,23,13,25,38,2,12,1101,North,0,E,E,E,W,W,E,E,E,W,W,G,E,E,W,W,E,E,E,W,W,E,E,E,W,W,West
27,5,5,6,4,18,26,5,23,12,23,36,1,10,1111,West,0,E,E,E,E,W,E,E,E,E,W,E,G,E,E,W,E,E,E,E,W,E,E,E,E,W,West
26,5,4,6,3,18,5,1,23,11,23,36,1000,8,1111,West,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
26,4,5,6,3,17,5,1,23,10,23,36,1000,9,1111,South,10,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
26,3,5,6,4,17,5,1,23,10,24,36,1000,9,1011,South,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
26,4,4,6,4,18,5,1,23,9,24,36,1000,7,1111,North,10,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
26,5,5,6,4,18,5,1,23,8,22,35,1000,5,1111,North,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
26,6,4,6,4,18,5,1,23,7,22,34,1000,3,1111,North,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
26,7,3,6,4,17,5,1,24,7,24,32,1000,3,1111,North,10,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
25,7,3,6,3,17,5,1,24,8,23,32,1000,3,1111,West,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,West
24,7,3,7,2,17,5,1,23,8,21,32,1000,2,1111,West,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,West
23,7,3,6,2,17,5,1,23,8,21,31,1000,2,1111,West,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,West
22,7,3,7,1,17,5,1,22,8,19,31,1000,2,1111,West,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,North
22,8,4,7,2,17,5,1,21,8,19,29,1000,1,1111,North,10,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,North
22,9,4,6,2,17,5,1,21,8,21,28,1000,2,1111,North,10,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
22,10,4,5,2,18,5,1,21,8,23,28,1000,3,1111,North,10,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
21,10,3,5,2,17,5,1,21,8,23,26,1000,2,1111,West,10,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
21,9,3,4,2,16,5,1,21,8,23,26,1000,1,1111,South,10,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
21,8,3,5,2,16,5,1,7,1,21,27,1000,1000,1111,South,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
21,7,3,4,2,15,5,1,7,1,21,27,1000,1000,1111,South,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
21,6,3,3,3,15,5,1,7,1,21,27,1000,1000,1111,South,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
20,6,2,3,2,15,5,1,7,1,21,27,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
19,6,2,3,2,14,5,1,7,1,20,25,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
18,6,2,3,3,14,5,1,7,1,19,23,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
17,6,2,3,3,15,5,1,7,1,18,23,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
16,6,2,3,3,14,5,1,7,1,17,21,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
15,6,2,3,3,13,5,1,7,1,16,19,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
14,6,2,3,2,13,5,1,7,1,15,19,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
13,6,1,3,2,12,5,1,7,1,15,17,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
12,6,1,4,2,11,5,1,7,1,13,15,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
11,6,1,5,3,11,5,1,7,1,11,13,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
10,6,1,6,4,11,5,1,7,1,9,11,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
9,6,2,6,4,10,5,1,7,1,7,9,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
8,6,2,6,3,10,5,1,7,1,6,9,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
7,6,2,6,4,10,5,1,7,1,5,7,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
6,6,2,6,5,10,5,1,7,1,4,5,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
5,6,1,6,5,9,5,1,7,1,4,3,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
4,6,1,7,5,8,5,1,7,1,4,3,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,West
3,6,2,7,6,8,5,1,7,1,2,5,1000,1000,1111,West,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,West
2,6,2,8,6,9,5,1,7,1,2,7,1000,1000,1111,West,11,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,G,E,E,North
2,7,1,1,7,9,5,1,7,1,1000,7,1000,1000,1111,North,1011,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,North
2,8,1,1,7,9,5,1,7,1,1000,6,1000,1000,1111,North,1011,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,North
2,9,1,1,7,8,5,1,7,1,1000,6,1000,1000,1111,North,1011,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,East
3,9,1,1,6,8,5,1,7,1,1000,4,1000,1000,1111,East,1011,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
4,9,1,1,6,7,5,1,7,1,1000,4,1000,1000,1111,East,1011,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
5,9,1,1,5,7,5,1,7,1,1000,2,1000,1000,1111,East,1011,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
6,9,1,1,4,7,5,1,7,1,1000,4,1000,1000,1111,East,1011,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
6,8,1,1,5,7,5,1,7,1,1000,2,1000,1000,1111,South,1011,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
9,4,4,3,4,7,12,3,16,7,6,8,4,10,1111,South,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,South
9,3,4,3,4,7,12,3,16,7,5,9,3,11,1011,South,0,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,East
10,3,4,3,4,7,12,3,16,7,6,10,2,10,1011,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,G,E,E,E,E,E,W,E,W,W,W,East
11,3,4,3,4,7,12,3,16,7,7,11,1,9,1011,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,E,W,W,W,W,East
12,3,4,3,4,7,5,1,16,7,8,12,1000,8,1011,East,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
11,3,4,3,4,7,5,1,16,7,7,11,1000,9,1011,West,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,West
10,3,4,3,4,7,5,1,16,7,6,10,1000,10,1011,West,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,E,W,W,W,West
9,3,4,3,4,7,5,1,16,7,5,9,1000,11,1011,West,10,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,West
8,3,4,3,4,7,5,1,16,7,4,8,1000,12,1011,West,10,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,West
7,3,4,3,4,7,5,1,16,7,3,7,1000,13,1011,West,10,G,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,West
6,3,4,3,4,7,5,1,16,7,2,6,1000,14,1011,West,10,W,G,W,E,W,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
5,3,4,3,4,7,5,1,16,7,1,5,1000,15,1011,West,10,E,W,G,W,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West
4,3,1,1,4,7,5,1,16,7,1000,4,1000,16,1011,West,1010,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
3,3,1,1,4,7,5,1,16,7,1000,5,1000,17,1011,West,1010,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,North
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,111,North,1010,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,North
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,111,North,1010,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,West
2,4,1,1,4,7,5,1,16,7,1000,5,1000,17,111,West,1010,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,West
1,4,1,1,4,7,5,1,16,7,1000,6,1000,18,1110,West,1010,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,West
1,4,1,1,4,7,5,1,16,7,1000,6,1000,18,1110,West,1010,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,North
1,5,1,1,4,7,5,1,16,7,1000,5,1000,17,1100,North,1010,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,North
1,6,1,1,4,7,5,1,16,7,1000,4,1000,16,1110,North,1010,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,North
1,7,1,1,4,7,5,1,16,7,1000,3,1000,15,110,North,1010,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,North
1,7,1,1,4,7,5,1,16,7,1000,3,1000,15,110,North,1010,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,East
2,7,1,1,4,7,5,1,16,7,1000,2,1000,14,111,East,1010,W,E,W,W,W,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,W,W,W,W,W,East
3,7,1,1,4,7,5,1,16,7,1000,1,1000,13,111,East,1010,E,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
4,7,1,1,3,1,5,1,16,7,1000,1000,1000,12,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
5,7,1,1,3,1,5,1,16,7,1000,1000,1000,11,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
6,7,1,1,3,1,5,1,16,7,1000,1000,1000,10,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
7,7,1,1,3,1,5,1,16,7,1000,1000,1000,9,111,East,1110,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
8,7,1,1,3,1,5,1,16,7,1000,1000,1000,8,111,East,1110,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
9,7,1,1,3,1,5,1,16,7,1000,1000,1000,7,111,East,1110,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
10,7,1,1,3,1,5,1,16,7,1000,1000,1000,6,111,East,1110,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
11,7,1,1,3,1,5,1,16,7,1000,1000,1000,5,111,East,1110,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
12,7,1,1,3,1,5,1,16,7,1000,1000,1000,4,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
13,7,1,1,3,1,5,1,16,7,1000,1000,1000,3,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
14,7,1,1,3,1,5,1,16,7,1000,1000,1000,2,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,East
8,3,4,3,4,7,9,7,17,7,4,8,5,13,1011,West,0,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,West
7,3,4,3,4,7,9,7,17,7,3,7,6,14,1011,West,0,E,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,West
6,3,4,3,4,7,9,7,17,7,2,6,7,15,1011,West,0,W,E,W,E,W,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
5,3,4,3,4,7,9,7,17,7,1,5,8,16,1011,West,0,E,W,E,W,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West
4,3,1,1,4,7,9,7,17,7,1000,4,9,17,1011,West,1000,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
3,3,1,1,4,7,9,7,17,7,1000,5,10,18,1011,West,1000,G,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,West
2,3,1,1,4,7,9,7,17,7,1000,6,11,19,1011,West,1000,W,G,W,E,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,West
1,3,1,1,4,7,9,7,17,7,1000,7,12,20,1010,West,1000,W,W,G,W,E,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,North
1,4,1,1,4,7,9,7,17,7,1000,6,11,19,1110,North,1000,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,North
1,5,1,1,4,7,9,7,17,7,1000,5,10,18,1100,North,1000,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,North
1,6,1,1,4,7,9,7,17,7,1000,4,9,17,1110,North,1000,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,North
1,7,1,1,4,7,9,7,17,7,1000,3,8,16,110,North,1000,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,East
2,7,1,1,4,7,9,7,17,7,1000,2,7,15,111,East,1000,W,E,W,W,W,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,W,W,W,W,W,East
3,7,1,1,4,7,9,7,17,7,1000,1,6,14,111,East,1000,E,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
4,7,1,1,3,1,9,7,17,7,1000,1000,5,13,111,East,1100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
5,7,1,1,3,1,9,7,17,7,1000,1000,4,12,111,East,1100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
6,7,1,1,3,1,9,7,17,7,1000,1000,3,11,111,East,1100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
7,7,1,1,3,1,9,7,17,7,1000,1000,2,10,111,East,1100,W,W,W,W,E,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,East
