@relation BasicAgentAAtraining-data

@attribute xPacmanPosition NUMERIC
@attribute yPacmanPosition NUMERIC
@attribute ghostPosition1x NUMERIC
@attribute ghostPosition1y NUMERIC
@attribute ghostPosition2x NUMERIC
@attribute ghostPosition2y NUMERIC
@attribute ghostPosition3x NUMERIC
@attribute ghostPosition3y NUMERIC
@attribute ghostPosition4x NUMERIC
@attribute ghostPosition4y NUMERIC
@attribute distanceGhost1 NUMERIC
@attribute distanceGhost2 NUMERIC
@attribute distanceGhost3 NUMERIC
@attribute distanceGhost4 NUMERIC
@attribute validActions{1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute lastAction{Stop,South,North,West,East}
@attribute aliveGhost{1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute score NUMERIC
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute nearestDot NUMERIC
@attribute action{Stop,South,North,West,East}
@attribute nextScore NUMERIC

@data
8,14,3,7,3,14,5,1,7,1,12,5,1000,1000,1111,West,11,346,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,345
7,14,4,7,3,15,5,1,7,1,10,5,1000,1000,1111,West,11,345,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,North,344
7,15,3,7,4,15,5,1,7,1,12,3,1000,1000,1111,North,11,344,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,343
6,15,3,7,5,15,5,1,7,1,11,1,1000,1000,1111,West,11,343,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,542
5,15,3,6,3,1,5,1,7,1,11,1000,1000,1000,1111,West,111,542,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,541
4,15,3,6,3,1,5,1,7,1,10,1000,1000,1000,1111,West,111,541,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,540
3,15,4,6,3,1,5,1,7,1,10,1000,1000,1000,1111,West,111,540,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,539
3,14,4,5,3,1,5,1,7,1,10,1000,1000,1000,1111,South,111,539,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,538
4,14,5,5,3,1,5,1,7,1,10,1000,1000,1000,1111,East,111,538,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,537
5,14,6,5,3,1,5,1,7,1,10,1000,1000,1000,1111,East,111,537,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,536
6,14,6,5,3,1,5,1,7,1,9,1000,1000,1000,1111,East,111,536,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,535
6,13,7,5,3,1,5,1,7,1,9,1000,1000,1000,1111,South,111,535,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,534
7,13,8,5,3,1,5,1,7,1,9,1000,1000,1000,1111,East,111,534,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,533
8,13,9,5,3,1,5,1,7,1,9,1000,1000,1000,1111,East,111,533,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,532
9,13,9,4,3,1,5,1,7,1,9,1000,1000,1000,1111,East,111,532,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,531
9,12,8,4,3,1,5,1,7,1,9,1000,1000,1000,1111,South,111,531,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,530
8,12,8,4,3,1,5,1,7,1,8,1000,1000,1000,1111,West,111,530,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,529
8,11,8,5,3,1,5,1,7,1,6,1000,1000,1000,1111,South,111,529,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,528
8,10,8,4,3,1,5,1,7,1,6,1000,1000,1000,1111,South,111,528,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,527
8,9,7,4,3,1,5,1,7,1,6,1000,1000,1000,1111,South,111,527,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,526
7,9,8,4,3,1,5,1,7,1,6,1000,1000,1000,1111,West,111,526,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,525
7,8,8,5,3,1,5,1,7,1,4,1000,1000,1000,1111,South,111,525,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,524
8,8,9,5,3,1,5,1,7,1,4,1000,1000,1000,1111,East,111,524,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,523
9,8,8,5,3,1,5,1,7,1,4,1000,1000,1000,1111,East,111,523,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,522
9,7,9,5,3,1,5,1,7,1,2,1000,1000,1000,1111,South,111,522,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,521
9,6,9,4,3,1,5,1,7,1,2,1000,1000,1000,1111,South,111,521,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,520
9,5,4,3,4,7,12,3,16,7,7,7,5,9,1100,Stop,0,0,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,None,South,-1
9,4,4,3,4,7,12,3,16,7,6,8,4,10,1111,South,0,-1,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,None,East,-2
10,4,4,3,4,7,12,3,16,7,7,9,3,9,111,East,0,-2,W,W,W,W,W,E,E,E,E,G,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,None,East,-3
11,4,4,3,4,7,12,3,16,7,8,10,2,8,111,East,0,-3,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,None,East,-4
12,4,4,3,4,7,12,3,16,7,9,11,1,7,111,East,0,-4,W,W,W,W,W,E,E,G,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,South,195
12,3,4,3,4,7,5,1,16,7,8,12,1000,8,1011,South,10,195,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,194
11,3,4,3,4,7,5,1,16,7,7,11,1000,9,1011,West,10,194,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,None,West,193
10,3,4,3,4,7,5,1,16,7,6,10,1000,10,1011,West,10,193,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,E,W,W,W,None,West,192
9,3,4,3,4,7,5,1,16,7,5,9,1000,11,1011,West,10,192,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,None,West,191
8,3,4,3,4,7,5,1,16,7,4,8,1000,12,1011,West,10,191,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,None,West,190
7,3,4,3,4,7,5,1,16,7,3,7,1000,13,1011,West,10,190,G,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,None,West,189
6,3,4,3,4,7,5,1,16,7,2,6,1000,14,1011,West,10,189,W,G,W,E,W,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,188
5,3,4,3,4,7,5,1,16,7,1,5,1000,15,1011,West,10,188,E,W,G,W,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,387
4,3,1,1,4,7,5,1,16,7,1000,4,1000,16,1011,West,1010,387,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,North,386
4,4,1,1,4,7,5,1,16,7,1000,3,1000,15,111,North,1010,386,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,West,385
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,111,West,1010,385,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,None,West,384
2,4,1,1,4,7,5,1,16,7,1000,5,1000,17,111,West,1010,384,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,None,South,383
2,3,1,1,4,7,5,1,16,7,1000,6,1000,18,1011,South,1010,383,W,G,W,E,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,None,East,382
3,3,1,1,4,7,5,1,16,7,1000,5,1000,17,1011,East,1010,382,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,None,North,381
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,111,North,1010,381,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,None,East,380
4,4,1,1,4,7,5,1,16,7,1000,3,1000,15,111,East,1010,380,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,South,379
4,3,1,1,4,7,5,1,16,7,1000,4,1000,16,1011,South,1010,379,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,378
3,3,1,1,4,7,5,1,16,7,1000,5,1000,17,1011,West,1010,378,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,None,North,377
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,111,North,1010,377,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,None,East,376
4,4,1,1,4,7,5,1,16,7,1000,3,1000,15,111,East,1010,376,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,South,375
4,3,1,1,4,7,5,1,16,7,1000,4,1000,16,1011,South,1010,375,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,374
5,3,1,1,4,7,5,1,16,7,1000,5,1000,15,1011,East,1010,374,E,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,North,373
5,4,1,1,4,7,5,1,16,7,1000,4,1000,14,111,North,1010,373,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,West,372
4,4,1,1,4,7,5,1,16,7,1000,3,1000,15,111,West,1010,372,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,West,371
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,111,West,1010,371,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,None,West,370
2,4,1,1,4,7,5,1,16,7,1000,5,1000,17,111,West,1010,370,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,None,West,369
1,4,1,1,4,7,5,1,16,7,1000,6,1000,18,1110,West,1010,369,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,None,North,368
1,5,1,1,4,7,5,1,16,7,1000,5,1000,17,1100,North,1010,368,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,None,North,367
1,6,1,1,4,7,5,1,16,7,1000,4,1000,16,1110,North,1010,367,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,None,East,366
2,6,1,1,4,7,5,1,16,7,1000,3,1000,15,1011,East,1010,366,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,None,East,365
3,6,1,1,4,7,5,1,16,7,1000,2,1000,14,1011,East,1010,365,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,None,North,364
3,7,1,1,4,7,5,1,16,7,1000,1,1000,13,111,North,1010,364,E,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,None,East,563
4,7,1,1,3,1,5,1,16,7,1000,1000,1000,12,111,East,1110,563,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,562
5,7,1,1,3,1,5,1,16,7,1000,1000,1000,11,111,East,1110,562,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,561
6,7,1,1,3,1,5,1,16,7,1000,1000,1000,10,111,East,1110,561,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,560
7,7,1,1,3,1,5,1,16,7,1000,1000,1000,9,111,East,1110,560,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,559
8,7,1,1,3,1,5,1,16,7,1000,1000,1000,8,111,East,1110,559,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,558
9,7,1,1,3,1,5,1,16,7,1000,1000,1000,7,111,East,1110,558,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,557
10,7,1,1,3,1,5,1,16,7,1000,1000,1000,6,111,East,1110,557,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,556
11,7,1,1,3,1,5,1,16,7,1000,1000,1000,5,111,East,1110,556,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,555
12,7,1,1,3,1,5,1,16,7,1000,1000,1000,4,111,East,1110,555,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,554
13,7,1,1,3,1,5,1,16,7,1000,1000,1000,3,111,East,1110,554,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,553
14,7,1,1,3,1,5,1,16,7,1000,1000,1000,2,111,East,1110,553,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,None,East,552
9,3,4,3,4,7,9,7,17,7,5,9,4,12,1011,Stop,0,0,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,None,North,-1
9,4,4,3,4,7,9,7,17,7,6,8,3,11,1111,North,0,-1,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,None,North,-2
9,5,4,3,4,7,9,7,17,7,7,7,2,10,1100,North,0,-2,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,G,E,E,None,North,-3
9,6,4,3,4,7,9,7,17,7,8,6,1,9,1111,North,0,-3,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,None,North,196
9,7,4,3,4,7,5,1,17,7,9,5,1000,8,111,North,10,196,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,195
8,7,4,3,4,7,5,1,17,7,8,4,1000,9,111,West,10,195,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,194
7,7,4,3,4,7,5,1,17,7,7,3,1000,10,111,West,10,194,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,193
6,7,4,3,4,7,5,1,17,7,6,2,1000,11,111,West,10,193,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,192
5,7,4,3,4,7,5,1,17,7,5,1,1000,12,111,West,10,192,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,391
4,7,4,3,3,1,5,1,17,7,4,1000,1000,13,111,West,110,391,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,390
4,6,4,3,3,1,5,1,17,7,3,1000,1000,14,1011,South,110,390,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,389
3,6,4,3,3,1,5,1,17,7,4,1000,1000,15,1011,West,110,389,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,388
2,6,4,3,3,1,5,1,17,7,5,1000,1000,16,1011,West,110,388,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,None,West,387
1,6,4,3,3,1,5,1,17,7,6,1000,1000,17,1110,West,110,387,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,None,South,386
1,5,4,3,3,1,5,1,17,7,5,1000,1000,18,1100,South,110,386,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,None,South,385
1,4,4,3,3,1,5,1,17,7,4,1000,1000,19,1110,South,110,385,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,None,East,384
2,4,4,3,3,1,5,1,17,7,3,1000,1000,18,111,East,110,384,W,W,W,W,W,W,E,E,E,G,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,None,East,383
3,4,4,3,3,1,5,1,17,7,2,1000,1000,17,111,East,110,383,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,None,East,382
4,4,4,3,3,1,5,1,17,7,1,1000,1000,16,111,East,110,382,W,W,W,W,W,E,E,G,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,South,581
4,3,1,1,3,1,5,1,17,7,1000,1000,1000,17,1011,South,1110,581,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,580
5,3,1,1,3,1,5,1,17,7,1000,1000,1000,16,1011,East,1110,580,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,579
6,3,1,1,3,1,5,1,17,7,1000,1000,1000,15,1011,East,1110,579,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,578
7,3,1,1,3,1,5,1,17,7,1000,1000,1000,14,1011,East,1110,578,G,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,None,East,577
8,3,1,1,3,1,5,1,17,7,1000,1000,1000,13,1011,East,1110,577,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,None,East,576
9,3,1,1,3,1,5,1,17,7,1000,1000,1000,12,1011,East,1110,576,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,None,East,575
10,3,1,1,3,1,5,1,17,7,1000,1000,1000,11,1011,East,1110,575,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,E,W,W,W,None,East,574
11,3,1,1,3,1,5,1,17,7,1000,1000,1000,10,1011,East,1110,574,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,None,East,573
12,3,1,1,3,1,5,1,17,7,1000,1000,1000,9,1011,East,1110,573,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,572
13,3,1,1,3,1,5,1,17,7,1000,1000,1000,8,1011,East,1110,572,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,North,571
13,4,1,1,3,1,5,1,17,7,1000,1000,1000,7,111,North,1110,571,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,East,570
14,4,1,1,3,1,5,1,17,7,1000,1000,1000,6,111,East,1110,570,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,East,569
15,4,1,1,3,1,5,1,17,7,1000,1000,1000,5,111,East,1110,569,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,None,East,568
16,4,1,1,3,1,5,1,17,7,1000,1000,1000,4,111,East,1110,568,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,None,East,567
17,4,1,1,3,1,5,1,17,7,1000,1000,1000,3,111,East,1110,567,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,None,South,566
17,3,1,1,3,1,5,1,17,7,1000,1000,1000,4,1011,South,1110,566,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,None,East,565
18,3,1,1,3,1,5,1,17,7,1000,1000,1000,5,1001,East,1110,565,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,None,North,564
18,4,1,1,3,1,5,1,17,7,1000,1000,1000,4,1101,North,1110,564,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,None,North,563
18,5,1,1,3,1,5,1,17,7,1000,1000,1000,3,1100,North,1110,563,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,G,E,W,W,None,North,562
18,6,1,1,3,1,5,1,17,7,1000,1000,1000,2,1101,North,1110,562,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,G,E,W,W,W,W,W,W,W,None,North,561
9,5,4,3,4,7,10,7,16,7,7,7,3,9,1100,Stop,0,0,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,G,E,None,North,-1
9,6,5,3,4,6,11,7,16,7,7,5,3,8,1111,North,0,-1,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,None,East,-2
10,6,6,3,3,6,10,7,16,7,7,7,1,6,1011,East,0,-2,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,None,North,197
10,7,5,3,3,7,5,1,16,6,9,7,1000,6,111,North,10,197,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,196
11,7,5,4,4,7,5,1,16,7,9,7,1000,6,111,East,10,196,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,195
12,7,5,4,4,7,5,1,17,7,10,8,1000,4,111,East,10,195,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,194
13,7,4,4,5,7,5,1,16,7,12,8,1000,3,111,East,10,194,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,193
14,7,5,4,5,7,5,1,16,7,12,9,1000,3,111,East,10,193,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,None,East,192
15,7,6,4,6,7,5,1,16,6,12,9,1000,1,111,East,10,192,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,391
16,7,7,4,7,7,5,1,7,1,12,9,1000,1000,111,East,11,391,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,390
16,6,8,4,7,6,5,1,7,1,10,9,1000,1000,1011,South,11,390,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,389
15,6,8,4,7,6,5,1,7,1,9,8,1000,1000,1011,West,11,389,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,388
14,6,7,4,6,6,5,1,7,1,9,8,1000,1000,1011,West,11,388,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,387
13,6,6,4,7,6,5,1,7,1,9,6,1000,1000,1011,West,11,387,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,386
12,6,7,4,8,6,5,1,7,1,7,4,1000,1000,1011,West,11,386,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,385
11,6,6,4,8,7,5,1,7,1,7,4,1000,1000,1011,West,11,385,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,North,384
11,7,5,4,8,7,5,1,7,1,9,3,1000,1000,111,North,11,384,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,383
10,7,6,4,8,6,5,1,7,1,7,3,1000,1000,111,West,11,383,W,E,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,382
10,6,6,4,9,6,5,1,7,1,6,1,1000,1000,1011,South,11,382,E,E,E,E,E,W,E,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,581
9,6,7,4,3,1,5,1,7,1,4,1000,1000,1000,1111,West,111,581,G,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,South,580
9,5,7,4,3,1,5,1,7,1,3,1000,1000,1000,1100,South,111,580,E,E,E,E,E,G,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,None,South,579
9,4,7,4,3,1,5,1,7,1,2,1000,1000,1000,1111,South,111,579,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,E,W,W,E,E,E,E,E,None,West,578
8,4,7,3,3,1,5,1,7,1,2,1000,1000,1000,111,West,111,578,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,None,South,577
18,3,1,5,4,3,4,7,16,7,19,14,18,6,1001,Stop,0,0,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,None,North,-1
